"asc_B","asc_C","beta_price","beta_free","beta_chargetime","beta_detourtime","beta_restaurant","beta_convstore","beta_mall","logLike"
0,0,0,0,0,0,0,0,0,-1305.15139893771
0,0,0,0,0,0,0,0,0,-1305.15139893771
0,0,0,0,0,0,0,0,0,-1305.15139893771
0.000179200000711717,-6.6559998667799e-05,-0.00347494399989955,0.000360959999961779,-0.0178943999996409,-0.00660479999904055,-0.000125439999974333,-6.65599998319522e-05,9.72800003364683e-05,-1195.27301522142
0.00104369818347027,-0.000430061899604395,-0.0209174592300155,0.00189469509566311,-0.0148891142960684,-0.0317177080234613,-0.000174494933504372,-0.000434493144147579,0.000108243057683442,-1155.22275761462
0.0058299929623805,-0.00258451715485643,-0.105064569316739,0.0110651325423641,-0.0146353319045342,-0.0218099103803797,-0.000885419756483446,-0.00262464157587467,0.000350134687897772,-1094.82476463936
0.0913199721553177,-0.0503346260575512,-0.102143010381255,0.0721573574720512,-0.0141310438191058,-0.0220999296612327,-0.0209329285469358,-0.0772971342355964,0.0133733578549092,-1085.25050012796
0.0779048051466232,0.0964137616581786,-0.0941645868475299,0.239947355249947,-0.0133653502421056,-0.0234857441406736,-0.12145700214884,-0.26690536596321,-0.0630956157822381,-1080.34127209433
0.10959893135258,0.0995584556455024,-0.0943277590706772,0.246248194506104,-0.0138496770629994,-0.0236639849296208,-0.1890165945079,-0.290537767489947,-0.209151778751517,-1077.76335704409
0.0281313730730786,0.00637893575663818,-0.120414459619358,0.029899303388328,-0.0151286709175093,-0.0223973482212818,-0.406725052545872,-0.518239571372517,-0.26899212834196,-1071.42894972798
0.158359894013946,0.106631454114528,-0.142120319179329,-0.0886085101486828,-0.0200753383388193,-0.0225366753306642,-0.265901624202284,-0.608727624367973,-0.280577426847211,-1054.8559053574
0.466500503024374,0.133789533817556,-0.188034041390434,0.436361347552716,-0.0389023392820241,-0.041114220737948,-0.576329546157092,0.118553820181019,0.186494492468309,-1032.28645615084
0.285439283258507,-0.0723745691906861,-0.187138074296262,0.635839694566429,-0.0430863039874071,-0.0445277966458428,-0.403768151102529,0.126039569873348,0.126937734799817,-1016.82868622489
0.179526848644498,-0.116831215939848,-0.206842958743989,0.392220598609313,-0.0431600782649597,-0.0485524858878377,-0.148096216877459,-0.194254615325535,-0.0888813034358211,-986.277243006528
0.176026589092933,-0.0868515781982665,-0.215493072493177,0.326054400364503,-0.0427942116569129,-0.049053858445276,-0.13513809925303,-0.262332117266209,-0.120890248555805,-985.511704299082
0.172258901810786,-0.086997325018546,-0.217600065179058,0.327326859734166,-0.0429860500702343,-0.0493867528480088,-0.133920424146028,-0.2566768550554,-0.115453846029343,-985.484485319671
0.170742722875486,-0.0871021533031359,-0.219016999922043,0.327189604287689,-0.0431010397816065,-0.0496205052604264,-0.132908302051642,-0.252080155323968,-0.111679828016302,-985.47935509358
0.17088331443505,-0.0871466580303936,-0.219053179997518,0.327032087312548,-0.043102632494972,-0.0496250626760308,-0.132746154795596,-0.251783458345781,-0.111572496586353,-985.479340443107
0,0,0,0,0,0,0,0,0,0,0,0,-1305.15139893771
0,0,0,0,0,0,0,0,0,0,0,0,-1305.15139893771
0,0,0,0,0,0,0,0,0,0,0,0,-1305.15139893771
0.000179200000711717,-6.6559998667799e-05,-0.00347494399989955,0.000360959999961779,-0.0178943999996409,-0.00660479999904055,-0.000125439999974333,-6.65599998319522e-05,9.72800003364683e-05,1.02399999741465e-05,-7.9359999508597e-05,0.000199679999495857,-1195.25805785856
0.0010437340963801,-0.000430055835084484,-0.0209175667130107,0.0018945471044884,-0.0148867851111753,-0.0317192266990538,-0.000174410617509098,-0.000434443184336396,0.000107977720927553,-2.06368702675495e-05,-0.000110566488593183,0.00105810644871864,-1155.1593269755
0.0058322422269823,-0.00258498100352433,-0.105089278308616,0.0110649569021317,-0.0146232657552838,-0.0217916929072051,-0.00088458775907787,-0.002624127539384,0.000344809184177161,0.000170054345737236,-1.04543468654467e-05,0.00582385076900949,-1094.59061440848
0.091327461711157,-0.0502592114912345,-0.101316971406136,0.0715504106133341,-0.0140543534395835,-0.0220223949062657,-0.020807821775498,-0.0770634314913783,0.0125958081437112,-0.0259404606690968,-0.00303944143877923,0.0499354933871713,-1083.82922478435
0.0776787795211864,0.102777236367383,-0.0933950340687808,0.210301208851189,-0.0134932820855226,-0.0228251022004797,-0.113834335620351,-0.240736319797994,-0.113353485720125,-0.127703461399629,-0.0367822847007321,0.153517246871237,-1077.39487787932
0.134984899931634,0.104833396250941,-0.0948063552378842,0.204774673281366,-0.0141803407618361,-0.0224182081092337,-0.196080929791975,-0.263587047870674,-0.338286972723724,-0.220545325059389,-0.0910890258978421,0.191126458699453,-1073.06602353306
-0.000738391952026518,-0.032389885265556,-0.120338317218932,-0.089697024500538,-0.0147204386590314,-0.0191076589837539,-0.398583914272786,-0.374404464932699,-0.434700188003871,-0.544190875861204,-0.348479086112152,0.533827074252338,-1070.61438979079
0.0806611226720106,0.0369509906189801,-0.133332462365728,-0.262404701698217,-0.0188130728496431,-0.0177507191961242,-0.128518051263054,-0.454235862243425,-0.511141115842909,-0.591555750335665,-0.409479175858808,0.762694821595971,-1067.2531699872
0.327394138648959,0.21173784145924,-0.127744465528681,-0.235563609211594,-0.0235379528478832,-0.0230587510699034,-0.129913521816787,-0.120179377233701,-0.478380277554055,-0.348233611443201,-0.400191838503259,1.27708917171953,-1045.57997832128
0.0184519985314943,-0.210878165518411,-0.152259102642481,0.0258303723458152,-0.0375708289611305,-0.0349323624244966,-0.149463671486935,-0.386955154407529,-0.677115870007883,0.337835595368193,-0.0170325167852386,1.25957170578876,-1003.80831266656
0.0978236991257044,-0.150227970035865,-0.172893200985057,-0.0736010056915415,-0.0394994793795745,-0.0350022663017437,-0.257632678693163,-0.509395411283775,-0.622004746362987,0.392885620713511,0.0569979953549302,1.09390580883325,-993.750423034002
0.100091964695059,-0.149164874389612,-0.177727456186919,-0.0370842734839787,-0.0409185955244236,-0.0352634482158953,-0.23552196915039,-0.447472256976335,-0.573153871560454,0.153401689908078,0.244407116514637,1.00741586684674,-991.456125667197
0.219449268366867,-0.0422187650562345,-0.197930627568029,0.53185835083371,-0.040883560996084,-0.0444323903610743,-0.0223816791544114,-0.191587019984343,-0.14549548238619,-0.385759333597735,-0.574705146106962,-0.050800381971182,-986.68901146288
0.22632930269289,-0.0343623659477486,-0.206000614134251,0.342017575455182,-0.0423545245800411,-0.0462323444734927,-0.149722622142371,-0.275513823007721,-0.217608984074395,-0.201956354533231,-0.195696107213769,0.140892116819763,-984.481508621168
0.191414785859508,-0.0618216334904083,-0.212522345745426,0.0737503668970552,-0.0441073069824053,-0.0469412553264249,-0.275404375038115,-0.364086918601657,-0.354903957759306,0.0521729545618267,0.324483878906055,0.551829624829648,-982.970942439686
0.191722525165264,-0.0612383634036844,-0.214183595387345,0.0784728381027549,-0.0442449668776514,-0.0473187729682978,-0.272203730171458,-0.359260443445775,-0.345729446220796,0.0552331627696274,0.306264693167158,0.536052002394215,-982.951584723898
0.189936810611746,-0.0626443664659521,-0.214976394815493,0.0807172082896174,-0.0443108629278943,-0.0474471297178928,-0.269037900727745,-0.355434658572154,-0.342023344073642,0.0545317587508622,0.301872092713393,0.531858949497365,-982.949285875384
0.189519625354788,-0.0629594313175237,-0.215075951709761,0.0809124889441834,-0.0443105515301018,-0.0474463042222027,-0.268501155958995,-0.354809259311955,-0.34159578986472,0.0540806135566832,0.301951433857883,0.531560688318105,-982.949227905891
0.18947289764231,-0.0629795208691477,-0.215087071283388,0.0809065922778136,-0.0443072372427364,-0.0474411610430101,-0.268438496605586,-0.354724088813276,-0.341525552493736,0.0539575902242204,0.302004388161318,0.531481761922129,-982.949225453419
